canonical_perturbation,max_rms_change,min_lolo_effect_rms,max_lolo_effect_rms,full_effect_rms
FOXA3+HOXB9,0.008976962445053388,0.03520437407291206,0.04082473336515687,0.03727102826617793
FOXF1+FOXL2,0.009365040360869705,0.04332162954880108,0.04809998380009072,0.044894947823447336
FOXF1+HOXB9,0.009690350815366946,0.028814257094057525,0.03213630703183861,0.0291107949609815
FOXL2+HOXB9,0.012961752547664365,0.03728657384240129,0.043164621223938195,0.03954125304308208
FOXL2+MEIS1,0.008421052532937732,0.02683300460651362,0.02907849293822817,0.026551559140137973
FOXL2+POU3F2,0.00868781095101151,0.03524783794989789,0.03780665328308527,0.03574797526308167
FOXL2+ZNF318,0.00787948620578414,0.026007189134505625,0.027482419057360555,0.025841249317223244
HOXC13+ZC3HAV1,0.007719756856544698,0.027492538904189675,0.031356403605244394,0.0286174100584494
IER5L+LYL1,0.007930871170655308,0.029063527882523154,0.0319012444589449,0.02991981806654193
IGDCC3+MAPK1,0.00696348773075647,0.04364142176170193,0.04637937971513869,0.04418173584827339
IGDCC3+PRTG,0.009290966185853573,0.049172933561451346,0.05256422633211944,0.05022605230308826
IGDCC3+TGFBR2,0.00722381200744356,0.022201593833747632,0.02333273723464176,0.02195559981187842
IGDCC3+ZBTB25,0.010958178051229499,0.031689540610676296,0.033409393462299174,0.031219617223216582
IKZF3+MAP2K3,0.008551850486066426,0.03185398018953234,0.03626499724627615,0.033075886029742124
IKZF3+MAP2K6,0.008056009121391115,0.026884727333013586,0.02931542061175331,0.027273670699619078
IKZF3+MAPK1,0.007283595528763993,0.04867444622142844,0.05017297463459894,0.04886652391090156
IRF1+SET,0.007433335108064813,0.04152103394524596,0.04336740118691769,0.04210209639719302
KIF18B+KIF2C,0.01410354060782383,0.03190290610307446,0.03663682932136884,0.03267383193270424
KLF1+MAP2K6,0.006303912216169777,0.021457752832328675,0.023478670946104254,0.021509147575313213
KLF1+SET,0.004666494947031182,0.03975154037888881,0.04129145368090744,0.04011476236798699
KLF1+TGFBR2,0.005860408221673126,0.01944542203473578,0.020748830777015635,0.01913768378959491
MAP2K3+MAP2K6,0.005776026724726224,0.024782105707395145,0.026616069899594582,0.025467986795873032
MAP2K3+SLC38A2,0.006730391370440475,0.019611826238821385,0.021739030642575784,0.0200382148373967
MAP2K6+SPI1,0.0068980833516725255,0.050087830087379825,0.05383821289159482,0.051589783277519306
MAPK1+PRTG,0.006131185766624371,0.04608615271866252,0.04729254382754064,0.046286030379296454
MAPK1+TGFBR2,0.0063648855534343945,0.019858060172611103,0.020437731271133883,0.01937439838157235
OSR2+PTPN12,0.006818013853835812,0.0366155331483432,0.03791701580887352,0.03678833788518902
OSR2+UBASH3B,0.0050863741933681785,0.03334132006741434,0.035230675108602984,0.033605532653069134
PLK4+STIL,0.01646136104529719,0.045668680674684915,0.05319713667473817,0.0465134991252136
PRTG+TGFBR2,0.008054706426223168,0.022838312677429334,0.025985611720495197,0.023655759883125915
PTPN12+PTPN9,0.008241103983068212,0.025277344246859693,0.028071771929184766,0.025571943791767995
PTPN12+SAMD1,0.007885365590938631,0.026882136827864937,0.02811190753429316,0.026682444423939352
PTPN12+SNAI1,0.008177786209846173,0.02979349833071729,0.03138987722608425,0.029602997078708747
PTPN12+UBASH3A,0.007584306240038388,0.044736217586075246,0.048707407217139925,0.04595755290737759
PTPN12+UBASH3B,0.007402474505536263,0.028594148078595116,0.030460355755288635,0.02855071589704647
PTPN12+ZBTB10,0.011551891303940444,0.038263228615356235,0.042160238532632226,0.03857653895753434
PTPN12+ZBTB25,0.007259160064449357,0.026049728388474348,0.027637011127243354,0.02598479747375435
PTPN9+UBASH3B,0.006560979873279469,0.027026297739388035,0.029340806165426822,0.027623247057123546
RHOXF2BB+SET,0.008245321338177774,0.046246119550510674,0.04893312662488604,0.04689111672793338
RHOXF2BB+ZBTB25,0.00892497411150612,0.030585351234925423,0.032091842320928765,0.030208192443041765
S1PR2+SGK1,0.007642966156032971,0.03945353809833444,0.04083480059634579,0.039568647599298894
SAMD1+TGFBR2,0.014625233514604133,0.03245878657959789,0.03611141484707075,0.03253227766634254
SAMD1+UBASH3B,0.007770741285065938,0.02550495611195681,0.026334370984994495,0.02485893674412376
SAMD1+ZBTB1,0.009820978078806563,0.028759393399339996,0.029877990678158516,0.028274142154408276
SGK1+TBX2,0.007244374733267044,0.026189599206280566,0.02689128828913221,0.025658231513453627
SGK1+TBX3,0.007086383108720186,0.026906714004865256,0.028742889306502997,0.026813624704869875
SNAI1+UBASH3B,0.008413860197910994,0.02183269688447883,0.0231259579714043,0.02138547595606976
SNAI1+ZBTB10,0.01643566736656776,0.0540193245310438,0.056795897955490636,0.053386302957676025
TBX2+TBX3,0.005294317096941212,0.026483325860325917,0.027766204072025517,0.026756472265000445
UBASH3A+UBASH3B,0.0051905920221123935,0.01848006838173708,0.020220370799173396,0.018635796045924812
UBASH3B+ZBTB25,0.007120205343575155,0.024461720462936,0.02709874397674647,0.02489414153231839
